species_id,name_ja,type1,type2,base_atk,base_def,base_sta,fast_moves,charge_moves,tags,elitefast,elitecharge,evolves_to,evolves_from,generation,dex
chikorita,チコリータ,grass,,92,122,128,"vine_whip_fast,tackle_fast,magical_leaf_fast","energy_ball,grass_knot,body_slam",,,,BAYLEEF,,,152
chikorita_normal,チコリータ,grass,,92,122,128,"vine_whip_fast,tackle_fast,magical_leaf_fast","energy_ball,grass_knot,body_slam",chikorita_normal,,,,,,152
bayleef,ベイリーフ,grass,,122,155,155,"razor_leaf_fast,tackle_fast,magical_leaf_fast","energy_ball,grass_knot,ancient_power",,,,MEGANIUM,CHIKORITA,,153
bayleef_normal,ベイリーフ,grass,,122,155,155,"razor_leaf_fast,tackle_fast,magical_leaf_fast","energy_ball,grass_knot,ancient_power",bayleef_normal,,,,,,153
meganium,メガニウム,grass,,168,202,190,"razor_leaf_fast,vine_whip_fast,magical_leaf_fast","petal_blizzard,solar_beam,earthquake",,,frenzy_plant,,BAYLEEF,,154
meganium_normal,メガニウム,grass,,168,202,190,"razor_leaf_fast,vine_whip_fast,magical_leaf_fast","petal_blizzard,solar_beam,earthquake",meganium_normal,,,,,,154
cyndaquil,ヒノアラシ,fire,,116,93,118,"ember_fast,tackle_fast","flame_charge,swift,flamethrower",,,,QUILAVA,,,155
cyndaquil_normal,ヒノアラシ,fire,,116,93,118,"ember_fast,tackle_fast","flame_charge,swift,flamethrower",cyndaquil_normal,,,,,,155
quilava,マグマラシ,fire,,158,126,151,"ember_fast,tackle_fast","flame_charge,dig,flamethrower",,,,TYPHLOSION,CYNDAQUIL,,156
quilava_normal,マグマラシ,fire,,158,126,151,"ember_fast,tackle_fast","flame_charge,dig,flamethrower",quilava_normal,,,,,,156
typhlosion,バクフーン,fire,,223,173,186,"ember_fast,shadow_claw_fast,incinerate_fast","fire_blast,overheat,solar_beam,thunder_punch",,,blast_burn,,QUILAVA,,157
typhlosion_hisuian,バクフーン,fire,ghost,238,172,177,"hex_fast,ember_fast","fire_punch,wild_charge,shadow_ball,overheat,night_shade",typhlosion_hisuian,,,,,,157
typhlosion_normal,バクフーン,fire,,223,173,186,"ember_fast,shadow_claw_fast,incinerate_fast","fire_blast,overheat,solar_beam,thunder_punch",typhlosion_normal,,,,,,157
totodile,ワニノコ,water,,117,109,137,"water_gun_fast,scratch_fast","crunch,aqua_jet,water_pulse",,,,CROCONAW,,,158
totodile_normal,ワニノコ,water,,117,109,137,"water_gun_fast,scratch_fast","crunch,aqua_jet,water_pulse",totodile_normal,,,,,,158
croconaw,アリゲイツ,water,,150,142,163,"water_gun_fast,scratch_fast","crunch,ice_punch,water_pulse",,,,FERALIGATR,TOTODILE,,159
croconaw_normal,アリゲイツ,water,,150,142,163,"water_gun_fast,scratch_fast","crunch,ice_punch,water_pulse",croconaw_normal,,,,,,159
feraligatr,オーダイル,water,,205,188,198,"waterfall_fast,bite_fast,ice_fang_fast,shadow_claw_fast","crunch,hydro_pump,ice_beam",,water_gun_fast,hydro_cannon,,CROCONAW,,160
feraligatr_normal,オーダイル,water,,205,188,198,"waterfall_fast,bite_fast,ice_fang_fast,shadow_claw_fast","crunch,hydro_pump,ice_beam",feraligatr_normal,,,,,,160
sentret,オタチ,normal,,79,73,111,"scratch_fast,quick_attack_fast","dig,brick_break,grass_knot",,,,FURRET,,,161
sentret_normal,オタチ,normal,,79,73,111,"scratch_fast,quick_attack_fast","dig,brick_break,grass_knot",sentret_normal,,,,,,161
furret,オオタチ,normal,,148,125,198,"quick_attack_fast,sucker_punch_fast","dig,brick_break,hyper_beam,swift,trailblaze",,,,,SENTRET,,162
furret_normal,オオタチ,normal,,148,125,198,"quick_attack_fast,sucker_punch_fast","dig,brick_break,hyper_beam,swift,trailblaze",furret_normal,,,,,,162
hoothoot,ホーホー,normal,flying,67,88,155,"feint_attack_fast,peck_fast","aerial_ace,sky_attack,night_shade",,,,NOCTOWL,,,163
hoothoot_normal,ホーホー,normal,flying,67,88,155,"feint_attack_fast,peck_fast","aerial_ace,sky_attack,night_shade",hoothoot_normal,,,,,,163
noctowl,ヨルノズク,normal,flying,145,156,225,"wing_attack_fast,extrasensory_fast","psychic,sky_attack,night_shade,shadow_ball",,,,,HOOTHOOT,,164
noctowl_normal,ヨルノズク,normal,flying,145,156,225,"wing_attack_fast,extrasensory_fast","psychic,sky_attack,night_shade,shadow_ball",noctowl_normal,,,,,,164
ledyba,レディバ,bug,flying,72,118,120,"tackle_fast,bug_bite_fast","silver_wind,swift,aerial_ace",,,,LEDIAN,,,165
ledyba_normal,レディバ,bug,flying,72,118,120,"tackle_fast,bug_bite_fast","silver_wind,swift,aerial_ace",ledyba_normal,,,,,,165
ledian,レディアン,bug,flying,107,179,146,"struggle_bug_fast,bug_bite_fast,counter_fast","bug_buzz,silver_wind,aerial_ace,dynamic_punch",,,,,LEDYBA,,166
ledian_normal,レディアン,bug,flying,107,179,146,"struggle_bug_fast,bug_bite_fast,counter_fast","bug_buzz,silver_wind,aerial_ace,dynamic_punch",ledian_normal,,,,,,166
spinarak,イトマル,bug,poison,105,73,120,"poison_sting_fast,bug_bite_fast","night_slash,signal_beam,cross_poison",,,,ARIADOS,,,167
spinarak_normal,イトマル,bug,poison,105,73,120,"poison_sting_fast,bug_bite_fast","night_slash,signal_beam,cross_poison",spinarak_normal,,,,,,167
ariados,アリアドス,bug,poison,161,124,172,"poison_sting_fast,infestation_fast","shadow_sneak,megahorn,cross_poison,lunge,trailblaze",,,,,SPINARAK,,168
ariados_normal,アリアドス,bug,poison,161,124,172,"poison_sting_fast,infestation_fast","shadow_sneak,megahorn,cross_poison,lunge,trailblaze",ariados_normal,,,,,,168
crobat,クロバット,poison,flying,194,178,198,"air_slash_fast,bite_fast","shadow_ball,air_cutter,sludge_bomb,poison_fang,cross_poison",,,,,GOLBAT,,169
crobat_normal,クロバット,poison,flying,194,178,198,"air_slash_fast,bite_fast","shadow_ball,air_cutter,sludge_bomb,poison_fang,cross_poison",crobat_normal,,,,,,169
chinchou,チョンチー,water,electric,106,97,181,"bubble_fast,spark_fast","water_pulse,thunderbolt,bubble_beam",,,,LANTURN,,,170
chinchou_normal,チョンチー,water,electric,106,97,181,"bubble_fast,spark_fast","water_pulse,thunderbolt,bubble_beam",chinchou_normal,,,,,,170
lanturn,ランターン,water,electric,146,137,268,"water_gun_fast,charge_beam_fast,spark_fast","hydro_pump,thunderbolt,thunder,surf",,,,,CHINCHOU,,171
lanturn_normal,ランターン,water,electric,146,137,268,"water_gun_fast,charge_beam_fast,spark_fast","hydro_pump,thunderbolt,thunder,surf",lanturn_normal,,,,,,171
pichu,ピチュー,electric,,77,53,85,thunder_shock_fast,"thunderbolt,disarming_voice,thunder_punch",,,,PIKACHU,,,172
pichu_normal,ピチュー,electric,,77,53,85,thunder_shock_fast,"thunderbolt,disarming_voice,thunder_punch",pichu_normal,,,,,,172
cleffa,ピィ,fairy,,75,79,137,"pound_fast,zen_headbutt_fast","grass_knot,psyshock,signal_beam,swift",,,"psychic,body_slam",CLEFAIRY,,,173
cleffa_normal,ピィ,fairy,,75,79,137,"pound_fast,zen_headbutt_fast","grass_knot,psyshock,signal_beam,swift",cleffa_normal,,,,,,173
igglybuff,ププリン,normal,fairy,69,32,207,"pound_fast,feint_attack_fast","wild_charge,shadow_ball,psychic,swift",,,body_slam,JIGGLYPUFF,,,174
igglybuff_normal,ププリン,normal,fairy,69,32,207,"pound_fast,feint_attack_fast","wild_charge,shadow_ball,psychic,swift",igglybuff_normal,,,,,,174
togepi,トゲピー,fairy,,67,116,111,"hidden_power_fast,peck_fast","ancient_power,psyshock,dazzling_gleam",,zen_headbutt_fast,,TOGETIC,,,175
togepi_normal,トゲピー,fairy,,67,116,111,"hidden_power_fast,peck_fast","ancient_power,psyshock,dazzling_gleam",togepi_normal,,,,,,175
togetic,トゲチック,fairy,flying,139,181,146,"extrasensory_fast,hidden_power_fast,fairy_wind_fast","ancient_power,dazzling_gleam,aerial_ace,draining_kiss,psyshock,heat_wave",,"steel_wing_fast,zen_headbutt_fast",,TOGEKISS,TOGEPI,,176
togetic_normal,トゲチック,fairy,flying,139,181,146,"extrasensory_fast,hidden_power_fast,fairy_wind_fast","ancient_power,dazzling_gleam,aerial_ace,draining_kiss,psyshock,heat_wave",togetic_normal,,,,,,176
natu,ネイティ,psychic,flying,134,89,120,"peck_fast,quick_attack_fast","night_shade,psyshock,drill_peck",,,,XATU,,,177
natu_normal,ネイティ,psychic,flying,134,89,120,"peck_fast,quick_attack_fast","night_shade,psyshock,drill_peck",natu_normal,,,,,,177
xatu,ネイティオ,psychic,flying,192,146,163,"air_slash_fast,feint_attack_fast,peck_fast","ominous_wind,futuresight,aerial_ace,psyshock",,,,,NATU,,178
xatu_normal,ネイティオ,psychic,flying,192,146,163,"air_slash_fast,feint_attack_fast,peck_fast","ominous_wind,futuresight,aerial_ace,psyshock",xatu_normal,,,,,,178
mareep,メリープ,electric,,114,79,146,"tackle_fast,thunder_shock_fast","body_slam,thunderbolt,discharge,trailblaze",,,,FLAAFFY,,,179
mareep_normal,メリープ,electric,,114,79,146,"tackle_fast,thunder_shock_fast","body_slam,thunderbolt,discharge,trailblaze",mareep_normal,,,,,,179
flaaffy,モココ,electric,,145,109,172,"tackle_fast,charge_beam_fast","power_gem,thunderbolt,discharge,trailblaze",,,,AMPHAROS,MAREEP,,180
flaaffy_normal,モココ,electric,,145,109,172,"tackle_fast,charge_beam_fast","power_gem,thunderbolt,discharge,trailblaze",flaaffy_normal,,,,,,180
ampharos,デンリュウ,electric,,211,169,207,"charge_beam_fast,volt_switch_fast","zap_cannon,focus_blast,thunder,power_gem,thunder_punch,brutal_swing,trailblaze",,,dragon_pulse,,FLAAFFY,,181
ampharos_normal,デンリュウ,electric,,211,169,207,"charge_beam_fast,volt_switch_fast","zap_cannon,focus_blast,thunder,power_gem,thunder_punch,brutal_swing,trailblaze",ampharos_normal,,,,,,181
bellossom,キレイハナ,grass,,169,186,181,"razor_leaf_fast,acid_fast,bullet_seed_fast,magical_leaf_fast","leaf_blade,petal_blizzard,dazzling_gleam",,,,,GLOOM,,182
bellossom_normal,キレイハナ,grass,,169,186,181,"razor_leaf_fast,acid_fast,bullet_seed_fast,magical_leaf_fast","leaf_blade,petal_blizzard,dazzling_gleam",bellossom_normal,,,,,,182
marill,マリル,water,fairy,37,93,172,"tackle_fast,bubble_fast","bubble_beam,aqua_tail,body_slam",,,,AZUMARILL,AZURILL,,183
marill_normal,マリル,water,fairy,37,93,172,"tackle_fast,bubble_fast","bubble_beam,aqua_tail,body_slam",marill_normal,,,,,,183
azumarill,マリルリ,water,fairy,112,152,225,"rock_smash_fast,bubble_fast","play_rough,hydro_pump,ice_beam",,,,,MARILL,,184
azumarill_normal,マリルリ,water,fairy,112,152,225,"rock_smash_fast,bubble_fast","play_rough,hydro_pump,ice_beam",azumarill_normal,,,,,,184
sudowoodo,ウソッキー,rock,,167,176,172,"rock_throw_fast,counter_fast","stone_edge,earthquake,rock_slide,rock_tomb,meteor_beam,trailblaze",,,,,BONSLY,,185
sudowoodo_normal,ウソッキー,rock,,167,176,172,"rock_throw_fast,counter_fast","stone_edge,earthquake,rock_slide,rock_tomb,meteor_beam,trailblaze",sudowoodo_normal,,,,,,185
politoed,ニョロトノ,water,,174,179,207,"mud_shot_fast,bubble_fast","hydro_pump,blizzard,surf,weather_ball_water,scald",,,"earthquake,ice_beam",,POLIWHIRL,,186
politoed_normal,ニョロトノ,water,,174,179,207,"mud_shot_fast,bubble_fast","hydro_pump,blizzard,surf,weather_ball_water,scald",politoed_normal,,,,,,186
hoppip,ハネッコ,grass,flying,67,94,111,"tackle_fast,bullet_seed_fast","grass_knot,dazzling_gleam,seed_bomb",,,,SKIPLOOM,,,187
hoppip_normal,ハネッコ,grass,flying,67,94,111,"tackle_fast,bullet_seed_fast","grass_knot,dazzling_gleam,seed_bomb",hoppip_normal,,,,,,187
skiploom,ポポッコ,grass,flying,91,120,146,"tackle_fast,bullet_seed_fast","grass_knot,dazzling_gleam,energy_ball",,,,JUMPLUFF,HOPPIP,,188
skiploom_normal,ポポッコ,grass,flying,91,120,146,"tackle_fast,bullet_seed_fast","grass_knot,dazzling_gleam,energy_ball",skiploom_normal,,,,,,188
jumpluff,ワタッコ,grass,flying,118,183,181,"infestation_fast,bullet_seed_fast,fairy_wind_fast","energy_ball,dazzling_gleam,solar_beam,aerial_ace",,,acrobatics,,SKIPLOOM,,189
jumpluff_normal,ワタッコ,grass,flying,118,183,181,"infestation_fast,bullet_seed_fast,fairy_wind_fast","energy_ball,dazzling_gleam,solar_beam,aerial_ace",jumpluff_normal,,,,,,189
aipom,エイパム,normal,,136,112,146,"scratch_fast,astonish_fast","low_sweep,swift,aerial_ace",,,,AMBIPOM,,,190
aipom_normal,エイパム,normal,,136,112,146,"scratch_fast,astonish_fast","low_sweep,swift,aerial_ace",aipom_normal,,,,,,190
sunkern,ヒマナッツ,grass,,55,55,102,"razor_leaf_fast,cut_fast","energy_ball,grass_knot,seed_bomb",,,,SUNFLORA,,,191
sunkern_normal,ヒマナッツ,grass,,55,55,102,"razor_leaf_fast,cut_fast","energy_ball,grass_knot,seed_bomb",sunkern_normal,,,,,,191
sunflora,キマワリ,grass,,185,135,181,"razor_leaf_fast,bullet_seed_fast","solar_beam,petal_blizzard,sludge_bomb,leaf_storm",,,,,SUNKERN,,192
sunflora_normal,キマワリ,grass,,185,135,181,"razor_leaf_fast,bullet_seed_fast","solar_beam,petal_blizzard,sludge_bomb,leaf_storm",sunflora_normal,,,,,,192
yanma,ヤンヤンマ,bug,flying,154,94,163,"quick_attack_fast,wing_attack_fast","ancient_power,aerial_ace,silver_wind",,,,YANMEGA,,,193
yanma_normal,ヤンヤンマ,bug,flying,154,94,163,"quick_attack_fast,wing_attack_fast","ancient_power,aerial_ace,silver_wind",yanma_normal,,,,,,193
wooper,ウパー,water,ground,75,66,146,"water_gun_fast,mud_shot_fast","mud_bomb,dig,body_slam",,,,CLODSIRE,,,194
wooper_normal,ウパー,water,ground,75,66,146,"water_gun_fast,mud_shot_fast","mud_bomb,dig,body_slam",wooper_normal,,,,,,194
wooper_paldea,ウパー,poison,ground,75,66,146,"poison_jab_fast,mud_shot_fast","sludge_wave,dig,body_slam",wooper_paldea,,,,,,194
quagsire,ヌオー,water,ground,152,143,216,"water_gun_fast,mud_shot_fast","sludge_bomb,earthquake,stone_edge,acid_spray,mud_bomb,drain_punch",,,aqua_tail,,,,195
quagsire_normal,ヌオー,water,ground,152,143,216,"water_gun_fast,mud_shot_fast","sludge_bomb,earthquake,stone_edge,acid_spray,mud_bomb,drain_punch",quagsire_normal,,,,,,195
espeon,エーフィ,psychic,,261,175,163,"confusion_fast,zen_headbutt_fast","psybeam,psychic,futuresight,psychic_fangs",,,"last_resort,shadow_ball",,EEVEE,,196
espeon_gofest_2024_sscarf,エーフィ,psychic,,261,175,163,"confusion_fast,zen_headbutt_fast","psybeam,psychic,futuresight,psychic_fangs",espeon_gofest_2024_sscarf,,,,,,196
espeon_normal,エーフィ,psychic,,261,175,163,"confusion_fast,zen_headbutt_fast","psybeam,psychic,futuresight,psychic_fangs",espeon_normal,,,,,,196
umbreon,ブラッキー,dark,,126,240,216,"feint_attack_fast,snarl_fast","dark_pulse,foul_play",,,"last_resort,psychic",,EEVEE,,197
umbreon_gofest_2024_mscarf,ブラッキー,dark,,126,240,216,"feint_attack_fast,snarl_fast","dark_pulse,foul_play",umbreon_gofest_2024_mscarf,,,,,,197
umbreon_normal,ブラッキー,dark,,126,240,216,"feint_attack_fast,snarl_fast","dark_pulse,foul_play",umbreon_normal,,,,,,197
murkrow,ヤミカラス,dark,flying,175,87,155,"peck_fast,feint_attack_fast","drill_peck,foul_play,dark_pulse",,,,HONCHKROW,,,198
murkrow_normal,ヤミカラス,dark,flying,175,87,155,"peck_fast,feint_attack_fast","drill_peck,foul_play,dark_pulse",murkrow_normal,,,,,,198
slowking,ヤドキング,water,psychic,177,180,216,"water_gun_fast,confusion_fast","blizzard,psychic,fire_blast,scald",,,surf,,SLOWPOKE,,199
slowking_2022,ヤドキング,water,psychic,177,180,216,"water_gun_fast,confusion_fast","blizzard,psychic,fire_blast,scald",slowking_2022,,,,,,199
slowking_galarian,ヤドキング,poison,psychic,190,180,216,"hex_fast,confusion_fast,acid_fast","futuresight,shadow_ball,sludge_wave,scald,psyshock",slowking_galarian,,,,,,199
slowking_normal,ヤドキング,water,psychic,177,180,216,"water_gun_fast,confusion_fast","blizzard,psychic,fire_blast,scald",slowking_normal,,,,,,199
misdreavus,ムウマ,ghost,,167,154,155,"astonish_fast,hex_fast,psywave_fast","shadow_sneak,dark_pulse,ominous_wind",,,,MISMAGIUS,,,200
misdreavus_normal,ムウマ,ghost,,167,154,155,"astonish_fast,hex_fast,psywave_fast","shadow_sneak,dark_pulse,ominous_wind",misdreavus_normal,,,,,,200
unown,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,,,,,,,201
unown_a,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_a,,,,,,201
unown_b,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_b,,,,,,201
unown_c,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_c,,,,,,201
unown_d,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_d,,,,,,201
unown_e,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_e,,,,,,201
unown_exclamation_point,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_exclamation_point,,,,,,201
unown_f,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_f,,,,,,201
unown_g,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_g,,,,,,201
unown_h,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_h,,,,,,201
unown_i,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_i,,,,,,201
unown_j,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_j,,,,,,201
unown_k,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_k,,,,,,201
unown_l,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_l,,,,,,201
unown_m,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_m,,,,,,201
unown_n,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_n,,,,,,201
unown_o,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_o,,,,,,201
unown_p,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_p,,,,,,201
unown_q,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_q,,,,,,201
unown_question_mark,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_question_mark,,,,,,201
unown_r,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_r,,,,,,201
unown_s,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_s,,,,,,201
unown_t,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_t,,,,,,201
unown_u,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_u,,,,,,201
unown_v,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_v,,,,,,201
unown_w,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_w,,,,,,201
unown_x,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_x,,,,,,201
unown_y,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_y,,,,,,201
unown_z,アンノーン,psychic,,136,91,134,hidden_power_fast,struggle,unown_z,,,,,,201
wobbuffet,ソーナンス,psychic,,60,106,382,"counter_fast,splash_fast,charm_fast",mirror_coat,,,,,WYNAUT,,202
wobbuffet_normal,ソーナンス,psychic,,60,106,382,"counter_fast,splash_fast,charm_fast",mirror_coat,wobbuffet_normal,,,,,,202
girafarig,キリンリキ,normal,psychic,182,133,172,"tackle_fast,confusion_fast,double_kick_fast","psychic,thunderbolt,mirror_coat,psychic_fangs,trailblaze",,,,,,,203
girafarig_normal,キリンリキ,normal,psychic,182,133,172,"tackle_fast,confusion_fast,double_kick_fast","psychic,thunderbolt,mirror_coat,psychic_fangs,trailblaze",girafarig_normal,,,,,,203
pineco,クヌギダマ,bug,,108,122,137,"tackle_fast,bug_bite_fast","gyro_ball,rock_tomb,sand_tomb",,,,FORRETRESS,,,204
pineco_normal,クヌギダマ,bug,,108,122,137,"tackle_fast,bug_bite_fast","gyro_ball,rock_tomb,sand_tomb",pineco_normal,,,,,,204
forretress,フォレトス,bug,steel,161,205,181,"bug_bite_fast,struggle_bug_fast,volt_switch_fast","heavy_slam,earthquake,rock_tomb,sand_tomb,mirror_shot",,,,,PINECO,,205
forretress_normal,フォレトス,bug,steel,161,205,181,"bug_bite_fast,struggle_bug_fast,volt_switch_fast","heavy_slam,earthquake,rock_tomb,sand_tomb,mirror_shot",forretress_normal,,,,,,205
dunsparce,ノコッチ,normal,,131,128,225,"bite_fast,astonish_fast,rollout_fast","dig,rock_slide,drill_run",,,,"DUDUNSPARCE,DUDUNSPARCE",,,206
dunsparce_normal,ノコッチ,normal,,131,128,225,"bite_fast,astonish_fast,rollout_fast","dig,rock_slide,drill_run",dunsparce_normal,,,,,,206
gligar,グライガー,ground,flying,143,184,163,"fury_cutter_fast,wing_attack_fast","dig,aerial_ace,night_slash",,,,GLISCOR,,,207
gligar_normal,グライガー,ground,flying,143,184,163,"fury_cutter_fast,wing_attack_fast","dig,aerial_ace,night_slash",gligar_normal,,,,,,207
steelix,ハガネール,steel,ground,148,272,181,"iron_tail_fast,dragon_tail_fast,thunder_fang_fast","earthquake,heavy_slam,crunch,psychic_fangs,breaking_swipe",,,,,ONIX,,208
steelix_normal,ハガネール,steel,ground,148,272,181,"iron_tail_fast,dragon_tail_fast,thunder_fang_fast","earthquake,heavy_slam,crunch,psychic_fangs,breaking_swipe",steelix_normal,,,,,,208
snubbull,ブルー,fairy,,137,85,155,"tackle_fast,bite_fast","crunch,dazzling_gleam,brick_break",,,,GRANBULL,,,209
snubbull_normal,ブルー,fairy,,137,85,155,"tackle_fast,bite_fast","crunch,dazzling_gleam,brick_break",snubbull_normal,,,,,,209
granbull,グランブル,fairy,,212,131,207,"bite_fast,snarl_fast,charm_fast","crunch,play_rough,close_combat",,,,,SNUBBULL,,210
granbull_normal,グランブル,fairy,,212,131,207,"bite_fast,snarl_fast,charm_fast","crunch,play_rough,close_combat",granbull_normal,,,,,,210
qwilfish,ハリーセン,water,poison,184,138,163,"poison_sting_fast,water_gun_fast","aqua_tail,ice_beam,sludge_wave,acid_spray,fell_stinger,scald",,,,,,,211
qwilfish_hisuian,ハリーセン,dark,poison,184,151,163,"poison_sting_fast,poison_jab_fast","aqua_tail,ice_beam,sludge_bomb,dark_pulse,shadow_ball",qwilfish_hisuian,,,,,,211
qwilfish_normal,ハリーセン,water,poison,184,138,163,"poison_sting_fast,water_gun_fast","aqua_tail,ice_beam,sludge_wave,acid_spray,fell_stinger,scald",qwilfish_normal,,,,,,211
scizor,ハッサム,bug,steel,236,181,172,"bullet_punch_fast,fury_cutter_fast","x_scissor,iron_head,night_slash,trailblaze",,,,,SCYTHER,,212
scizor_normal,ハッサム,bug,steel,236,181,172,"bullet_punch_fast,fury_cutter_fast","x_scissor,iron_head,night_slash,trailblaze",scizor_normal,,,,,,212
shuckle,ツボツボ,bug,rock,17,396,85,"struggle_bug_fast,rock_throw_fast","rock_blast,stone_edge,gyro_ball",,,,,,,213
shuckle_normal,ツボツボ,bug,rock,17,396,85,"struggle_bug_fast,rock_throw_fast","rock_blast,stone_edge,gyro_ball",shuckle_normal,,,,,,213
heracross,ヘラクロス,bug,fighting,234,179,190,"counter_fast,struggle_bug_fast,fury_cutter_fast","megahorn,close_combat,earthquake,rock_blast,upper_hand,rock_tomb",,,,,,,214
heracross_normal,ヘラクロス,bug,fighting,234,179,190,"counter_fast,struggle_bug_fast,fury_cutter_fast","megahorn,close_combat,earthquake,rock_blast,upper_hand,rock_tomb",heracross_normal,,,,,,214
sneasel,ニューラ,dark,ice,189,146,146,"ice_shard_fast,feint_attack_fast","avalanche,ice_punch,foul_play,triple_axel",,,,WEAVILE,,,215
sneasel_hisuian,ニューラ,fighting,poison,189,146,146,"rock_smash_fast,poison_jab_fast","aerial_ace,close_combat,x_scissor",sneasel_hisuian,,,,,,215
sneasel_normal,ニューラ,dark,ice,189,146,146,"ice_shard_fast,feint_attack_fast","avalanche,ice_punch,foul_play,triple_axel",sneasel_normal,,,,,,215
teddiursa,ヒメグマ,normal,,142,93,155,"scratch_fast,lick_fast","cross_chop,crunch,play_rough,trailblaze,swift",,,,URSARING,,,216
teddiursa_normal,ヒメグマ,normal,,142,93,155,"scratch_fast,lick_fast","cross_chop,crunch,play_rough,trailblaze,swift",teddiursa_normal,,,,,,216
ursaring,リングマ,normal,,236,144,207,"metal_claw_fast,counter_fast,shadow_claw_fast","close_combat,hyper_beam,play_rough,trailblaze,swift",,,,URSALUNA,TEDDIURSA,,217
ursaring_normal,リングマ,normal,,236,144,207,"metal_claw_fast,counter_fast,shadow_claw_fast","close_combat,hyper_beam,play_rough,trailblaze,swift",ursaring_normal,,,,,,217
slugma,マグマッグ,fire,,118,71,120,"ember_fast,rock_throw_fast","flame_burst,flame_charge,rock_slide",,,,MAGCARGO,,,218
slugma_normal,マグマッグ,fire,,118,71,120,"ember_fast,rock_throw_fast","flame_burst,flame_charge,rock_slide",slugma_normal,,,,,,218
magcargo,マグカルゴ,fire,rock,139,191,137,"ember_fast,rock_throw_fast,incinerate_fast","heat_wave,overheat,stone_edge,rock_tomb",,,,,SLUGMA,,219
magcargo_normal,マグカルゴ,fire,rock,139,191,137,"ember_fast,rock_throw_fast,incinerate_fast","heat_wave,overheat,stone_edge,rock_tomb",magcargo_normal,,,,,,219
swinub,ウリムー,ice,ground,90,69,137,"tackle_fast,powder_snow_fast","icy_wind,body_slam,rock_slide",,,,PILOSWINE,,,220
swinub_normal,ウリムー,ice,ground,90,69,137,"tackle_fast,powder_snow_fast","icy_wind,body_slam,rock_slide",swinub_normal,,,,,,220
piloswine,イノムー,ice,ground,181,138,225,"ice_shard_fast,powder_snow_fast","avalanche,bulldoze,stone_edge,high_horsepower,icicle_spear",,,,MAMOSWINE,SWINUB,,221
piloswine_normal,イノムー,ice,ground,181,138,225,"ice_shard_fast,powder_snow_fast","avalanche,bulldoze,stone_edge,high_horsepower,icicle_spear",piloswine_normal,,,,,,221
corsola,サニーゴ,water,rock,118,156,146,"tackle_fast,bubble_fast","rock_blast,power_gem,bubble_beam",,,,,,,222
corsola_galarian,サニーゴ,ghost,,116,182,155,"tackle_fast,astonish_fast","rock_blast,power_gem,night_shade",corsola_galarian,,,,,,222
corsola_normal,サニーゴ,water,rock,118,156,146,"tackle_fast,bubble_fast","rock_blast,power_gem,bubble_beam",corsola_normal,,,,,,222
remoraid,テッポウオ,water,,127,69,111,"water_gun_fast,mud_shot_fast","aurora_beam,water_pulse,rock_blast",,,,OCTILLERY,,,223
remoraid_normal,テッポウオ,water,,127,69,111,"water_gun_fast,mud_shot_fast","aurora_beam,water_pulse,rock_blast",remoraid_normal,,,,,,223
octillery,オクタン,water,,197,141,181,"water_gun_fast,mud_shot_fast,lock_on_fast","gunk_shot,water_pulse,aurora_beam,acid_spray,octazooka",,,,,REMORAID,,224
octillery_normal,オクタン,water,,197,141,181,"water_gun_fast,mud_shot_fast,lock_on_fast","gunk_shot,water_pulse,aurora_beam,acid_spray,octazooka",octillery_normal,,,,,,224
delibird,デリバード,ice,flying,128,90,128,present_fast,"ice_punch,icy_wind,aerial_ace,fly,triple_axel",,,,,,,225
